ID,age,gender,sent,labels,topic,tokens,clean_text,word_counts
7,24,F,"I think that abortion should be illegal because it's putting an end to a life, which is the same as murder. Murder is tried in a court of law with penalties as high as the death penalty, or life in prison.",deceptive,Abortion,i think that abortion should be illegal because it 's putting an end to a life which is the same as murder murder is tried in a court of law with penalties as high as the death penalty or life in prison,think abortion illegal put end life murder murder try court law penalty high death penalty life prison,42
7,24,F,"I think that those in pain should be given the opportunity to end their life if they want to. Even if they decide not to pursue this option, I believe that in all cases we should provide people with dignity by allowing them to make their own choices, especially about their own lives and about their health.",truthful,Euthanasia,i think that those in pain should be given the opportunity to end their life if they want to even if they decide not to pursue this option i believe that in all cases we should provide people with dignity by allowing them to make their own choices especially about their own lives and about their health,think pain give opportunity end life want decide pursue option believe case provide people dignity allow choice especially life health,57
7,24,F,"I think that gay marriage should be considered ""marriage"". It should not be differentiated from marriage because all people who want to unite themselves in the eyes of God and the law should be free to do so and should not be discriminated against!",truthful,Gay Marriage,i think that gay marriage should be considered marriage it should not be differentiated from marriage because all people who want to unite themselves in the eyes of god and the law should be free to do so and should not be discriminated against,think gay marriage consider marriage differentiate marriage people want unite eye god law free discriminate,44
7,24,F,"I think that we should not allow migrants into our country because they don't share our values and pose a huge threat to our security and safety. They also have a hard time fitting in, don't understand our customs and acceptable behaviors, and often don't speak the same language.",deceptive,Migration,i think that we should not allow migrants into our country because they do n't share our values and pose a huge threat to our security and safety they also have a hard time fitting in do n't understand our customs and acceptable behaviors and often do n't speak the same language,think allow migrant country share value pose huge threat security safety hard time fitting understand custom acceptable behavior speak language,52
7,24,F,"I think that Cannabis legalization is a good thing. It helps control and regulate the substance the way that the government does this for alcohol. Cannabis is widely used throughout the world despite lack of government regulation in most countries. However, countries are moving towards legalizing it which is a smart move. Most importantly, it protects young people from accessing it through the black market as easily as adults.",truthful,Cannabis Legalization,i think that cannabis legalization is a good thing it helps control and regulate the substance the way that the government does this for alcohol cannabis is widely used throughout the world despite lack of government regulation in most countries however countries are moving towards legalizing it which is a smart move most importantly it protects young people from accessing it through the black market as easily as adults,think cannabis legalization good thing help control regulate substance way government alcohol cannabis widely world despite lack government regulation country country move legalize smart importantly protect young people access black market easily adult,69
8,35,F,"Abortion is the termination of a life and should not be allowed. If a fetus has made it to the point of being able to survive ""on its own"" outside its mother's body, what right do we have to cut its life short. If the mother's life is in danger, she already chose that she was willing to sacrifice her life to have a child when she consented to procreating.",deceptive,Abortion,abortion is the termination of a life and should not be allowed if a fetus has made it to the point of being able to survive on its own outside its mother 's body what right do we have to cut its life short if the mother 's life is in danger she already chose that she was willing to sacrifice her life to have a child when she consented to procreating,abortion termination life allow fetus point able survive outside mother body right cut life short mother life danger choose willing sacrifice life child consent procreate,72
8,35,F,"If a human adult has lived their life to the extent that they deem necessary and are ready for the end, I have no problem with there being an assisted ""suicide"" for their peace. If society has deemed an individual no longer worth our resources, but that person is still capable of taking care of themselves, I do not see us as having a right to decide for them that they need to be ""put down"".",truthful,Euthanasia,if a human adult has lived their life to the extent that they deem necessary and are ready for the end i have no problem with there being an assisted suicide for their peace if society has deemed an individual no longer worth our resources but that person is still capable of taking care of themselves i do not see us as having a right to decide for them that they need to be put down,human adult live life extent deem necessary ready end problem assisted suicide peace society deem individual long worth resource person capable take care have right decide need,76
8,35,F,"I believe, as adults, we love who we love. If they love us back, there should be no governmental body stopping their union in marriage. If the term ""marriage"" is defined as one man and one woman, let us come up with a new term to mean the legal union of two consenting adults.",truthful,Gay Marriage,i believe as adults we love who we love if they love us back there should be no governmental body stopping their union in marriage if the term marriage is defined as one man and one woman let us come up with a new term to mean the legal union of two consenting adults,believe adult love love love governmental body stop union marriage term marriage define man woman let come new term mean legal union consent adult,54
8,35,F,"If people want to come to this messed up country, they should have to learn the hard way that everything here is legal tape and waiting in lines. They should not be allowed across any boarded without the proper approvals and paperwork in place first.",deceptive,Migration,if people want to come to this messed up country they should have to learn the hard way that everything here is legal tape and waiting in lines they should not be allowed across any boarded without the proper approvals and paperwork in place first,people want come mess country learn hard way legal tape wait line allow board proper approval paperwork place,45
8,35,F,"Although I am against smoking and general drug use, in the hands of responsible adults, I do not have an issue with legalized cannabis consumption. I would want the same rules to apply as with smoking where public places and smoking within so many feet of a door are still upheld. Just because you are given a right to smoke does not mean I should have to be subjected to your second hand smoke.",truthful,Cannabis Legalization,although i am against smoking and general drug use in the hands of responsible adults i do not have an issue with legalized cannabis consumption i would want the same rules to apply as with smoking where public places and smoking within so many feet of a door are still upheld just because you are given a right to smoke does not mean i should have to be subjected to your second hand smoke,smoking general drug use hand responsible adult issue legalize cannabis consumption want rule apply smoke public place smoke foot door uphold give right smoke mean subject second hand smoke,74
9,32,M,Abortion should be up to the parent the parent should 100 percent be certain before they go through the abortion but i believe abortion is the right way to go if the baby will have no quality of life and has a bunch of informities. Abortion should not happen when the child is fully developed.,deceptive,Abortion,abortion should be up to the parent the parent should 100 percent be certain before they go through the abortion but i believe abortion is the right way to go if the baby will have no quality of life and has a bunch of informities abortion should not happen when the child is fully developed,abortion parent parent 100 percent certain abortion believe abortion right way baby quality life bunch informitie abortion happen child fully develop,55
9,32,M,I believe euthanasia depends if an animal can physically not go on and doesnt have quality of life but if they euthanize just because the animal is old then i have a problem with it. Vets are to easily euthanizing animals that are adopted wish there was a better way.,truthful,Euthanasia,i believe euthanasia depends if an animal can physically not go on and does nt have quality of life but if they euthanize just because the animal is old then i have a problem with it vets are to easily euthanizing animals that are adopted wish there was a better way,believe euthanasia depend animal physically not quality life euthanize animal old problem vet easily euthanize animal adopt wish well way,51
9,32,M,Well my opinion about gay marriage is that i dont believe its right god invented a man and a woman adam and eve. But i also believe that i guess if your happy and you dont push it in my face or have to see or hear about it then im fine who am i to judge how someone else lives there life.,truthful,Gay Marriage,well my opinion about gay marriage is that i do nt believe its right god invented a man and a woman adam and eve but i also believe that i guess if your happy and you do nt push it in my face or have to see or hear about it then i m fine who am i to judge how someone else lives there life,opinion gay marriage not believe right god invent man woman adam eve believe guess happy not push face hear m fine judge live life,66
9,32,M,I believe if a migrant wants to come over for the right reasons than im all for it but do it the right legalize way but if there coming over here to sell drugs and illegal activity then im against it. Most immigrants that come over are wanting to sell drugs to there counterparts over there in mexico.,deceptive,Migration,i believe if a migrant wants to come over for the right reasons than i m all for it but do it the right legalize way but if there coming over here to sell drugs and illegal activity then i m against it most immigrants that come over are wanting to sell drugs to there counterparts over there in mexico,believe migrant want come right reason m right legalize way come sell drug illegal activity m immigrant come want sell drug counterpart mexico,60
9,32,M,I believe cannabis legalization would be awsome if it was legal all over the united states not only would the states profit off it the towns and cities can grow from the profit of marijuana. It also helps pain patients get off those really addictive pain pills that the doctors push onto there patients.,truthful,Cannabis Legalization,i believe cannabis legalization would be awsome if it was legal all over the united states not only would the states profit off it the towns and cities can grow from the profit of marijuana it also helps pain patients get off those really addictive pain pills that the doctors push onto there patients,believe cannabis legalization awsome legal united states state profit town city grow profit marijuana help pain patient addictive pain pill doctor push patient,54
10,50,F,"Abortion should be illegal, because every life is important and deserving of a chance to survive. We should not play God and decide the fate of a human life before it is even born. Some people choose to abort, because a baby is inconvenient, which is immoral. Babies should be put up for adoption if they are not wanted, not murdered.",deceptive,Abortion,abortion should be illegal because every life is important and deserving of a chance to survive we should not play god and decide the fate of a human life before it is even born some people choose to abort because a baby is inconvenient which is immoral babies should be put up for adoption if they are not wanted not murdered,abortion illegal life important deserving chance survive play god decide fate human life bear people choose abort baby inconvenient immoral baby adoption want murder,61
10,50,F,"People have a right to be euthanized if they have a terminal illness and are fully conscientious about their choice. Dying, just like living, should be done with dignity. Suffering with pain, prolonging a dark emotional process not only with the self but with family and friends, and extending the financial burden unnecessarily can all be avoided. If we euthanize our pets because we love them, we should be able to do the same for ourselves.",truthful,Euthanasia,people have a right to be euthanized if they have a terminal illness and are fully conscientious about their choice dying just like living should be done with dignity suffering with pain prolonging a dark emotional process not only with the self but with family and friends and extending the financial burden unnecessarily can all be avoided if we euthanize our pets because we love them we should be able to do the same for ourselves,people right euthanize terminal illness fully conscientious choice die like living dignity suffer pain prolong dark emotional process self family friend extend financial burden unnecessarily avoid euthanize pet love able,76
10,50,F,"Gay marriage should be allowed, because people in the LGBTQ community are people just like everyone else and are deserving of the same rights and liberties. Love is love, no matter who your partner is. Gay love is no less genuine or strong than heterosexual love. Homosexuality is not immoral or a sin, and people in the LGBTQ community should not be discriminated against or marginalized. Being gay is not a choice, so they should not be punished by society for being born that way.",truthful,Gay Marriage,gay marriage should be allowed because people in the lgbtq community are people just like everyone else and are deserving of the same rights and liberties love is love no matter who your partner is gay love is no less genuine or strong than heterosexual love homosexuality is not immoral or a sin and people in the lgbtq community should not be discriminated against or marginalized being gay is not a choice so they should not be punished by society for being born that way,gay marriage allow people lgbtq community people like deserve right liberty love love matter partner gay love genuine strong heterosexual love homosexuality immoral sin people lgbtq community discriminate marginalize gay choice punish society bear way,85
10,50,F,"Migrants are coming into our country illegally, so we should do everything we can to limit the number of migrants and secure our borders. They take away jobs from citizens and use up resources. They commit crimes, and some become involved in gang violence because they do not have an adequate support system while living in the States. Migrants are changing the face of America, and we need to preserve our culture.",deceptive,Migration,migrants are coming into our country illegally so we should do everything we can to limit the number of migrants and secure our borders they take away jobs from citizens and use up resources they commit crimes and some become involved in gang violence because they do not have an adequate support system while living in the states migrants are changing the face of america and we need to preserve our culture,migrant come country illegally limit number migrant secure border away job citizen use resource commit crime involved gang violence adequate support system live states migrant change face america need preserve culture,72
10,50,F,"Cannabis should not be legalized for recreational use. Although there are legitimate uses for cannabis medicinally, there are unknowns for the effects of using it recreationally. Not enough studies have been conducted, and there are new studies being released that show troubling results from marijuana use, such as infertility, cognitive effects, and structural changes in the brain for teens. By legalizing it, more young people will gain access to it and use it because they see it as harmless.",truthful,Cannabis Legalization,cannabis should not be legalized for recreational use although there are legitimate uses for cannabis medicinally there are unknowns for the effects of using it recreationally not enough studies have been conducted and there are new studies being released that show troubling results from marijuana use such as infertility cognitive effects and structural changes in the brain for teens by legalizing it more young people will gain access to it and use it because they see it as harmless,cannabi legalize recreational use legitimate use cannabis medicinally unknown effect recreationally study conduct new study release troubling result marijuana use infertility cognitive effect structural change brain teen legalize young people gain access use harmless,79
11,44,M,"I feel as though abortion ought to be the normal course of action, and the only way you get to actually have a baby is if you can provide evidence that you have the mental, emotional, and financial resources to care for it. Otherwise, out she comes!",deceptive,Abortion,i feel as though abortion ought to be the normal course of action and the only way you get to actually have a baby is if you can provide evidence that you have the mental emotional and financial resources to care for it otherwise out she comes,feel abortion ought normal course action way actually baby provide evidence mental emotional financial resource care come,47
11,44,M,"It's a touchy subject. If someone is really in incurable chronic pain, I don't see why they shouldn't be able to check out if they want to. On the other hand who's to make the call on that, or perform the procedure? I don't know how you set that up that it doesn't get messy.",truthful,Euthanasia,it 's a touchy subject if someone is really in incurable chronic pain i do n't see why they should n't be able to check out if they want to on the other hand who 's to make the call on that or perform the procedure i do n't know how you set that up that it does n't get messy,touchy subject incurable chronic pain able check want hand perform procedure know set messy,61
11,44,M,"I don't think what two adults decide to do is any of my business. If two people feel like getting married, who cares what sort of genitals they have. I mean, I suppose each one of them probably cares, but I don't imagine anyone else would really care too much. Or I guess I should say that no one else really should care, because again, what business is it of their's?",truthful,Gay Marriage,i do n't think what two adults decide to do is any of my business if two people feel like getting married who cares what sort of genitals they have i mean i suppose each one of them probably cares but i do n't imagine anyone else would really care too much or i guess i should say that no one else really should care because again what business is it of their 's,think adult decide business people feel like getting marry care sort genital mean suppose probably care imagine care guess care business,74
11,44,M,"I feel like way too many birds migrate these days. There's plenty of birdseed right here on my patio, those birds ought to appreciate a good thing while they have it and just stay put. This migrating is just a pain in the ass and honestly it's kind of insulting.",deceptive,Migration,i feel like way too many birds migrate these days there 's plenty of birdseed right here on my patio those birds ought to appreciate a good thing while they have it and just stay put this migrating is just a pain in the ass and honestly it 's kind of insulting,feel like way bird migrate day plenty birdseed right patio bird ought appreciate good thing stay migrating pain ass honestly kind insulting,52
11,44,M,"Of course weed ought to be legal. For christ's sake we spent the last how many years hearing about the evils of smoking dope, and then turns out we can legalize it and nothing, literally nothing is the slightest bit different. Of all the ridiculous nonsense.",truthful,Cannabis Legalization,of course weed ought to be legal for christ 's sake we spent the last how many years hearing about the evils of smoking dope and then turns out we can legalize it and nothing literally nothing is the slightest bit different of all the ridiculous nonsense,course weed ought legal christ sake spend year hear evil smoking dope turn legalize literally slight bit different ridiculous nonsense,47
12,33,F,"Murder is illegal in this country and women who seek out other people to help murder their unwanted, unborn child is criminal. Every person involved in the process should be charged as a murder. Not only does the law state that homicide is illegal, so does the bible. No one has the right to take another life, and treating a child, regardless of the state of development, as anything less than a human being, a living breathing soul is criminal and those involved should be treated as such!",deceptive,Abortion,murder is illegal in this country and women who seek out other people to help murder their unwanted unborn child is criminal every person involved in the process should be charged as a murder not only does the law state that homicide is illegal so does the bible no one has the right to take another life and treating a child regardless of the state of development as anything less than a human being a living breathing soul is criminal and those involved should be treated as such,murder illegal country woman seek people help murder unwanted unborn child criminal person involve process charge murder law state homicide illegal bible right life treat child regardless state development human live breathing soul criminal involve treat,88
12,33,F,"I believe that if a person is termanily ill they should be able to choose to end their life. There are several states that currently allow for doctor assisted end of life, and I believe it should be personal choice. If someone chooses to end their life when they want they are able to say goodbye to loved ones and enjoy what time they have left instead of lingering on until death.",truthful,Euthanasia,i believe that if a person is termanily ill they should be able to choose to end their life there are several states that currently allow for doctor assisted end of life and i believe it should be personal choice if someone chooses to end their life when they want they are able to say goodbye to loved ones and enjoy what time they have left instead of lingering on until death,believe person termanily ill able choose end life state currently allow doctor assist end life believe personal choice choose end life want able goodbye love one enjoy time leave instead linger death,72
12,33,F,"Every US citizen should be treated fairly and equaly. We should all have the same rights as our neighbors regardless of our sexual orientation and who we love or want to marry. There was a time in our history where it was illegal for two members of different races to marry one another, and now this is considered deplorable. People should be able to live their life how they'd like to and with whomever they'd like to with out feeling ostrisized for it.",truthful,Gay Marriage,every us citizen should be treated fairly and equaly we should all have the same rights as our neighbors regardless of our sexual orientation and who we love or want to marry there was a time in our history where it was illegal for two members of different races to marry one another and now this is considered deplorable people should be able to live their life how they 'd like to and with whomever they 'd like to with out feeling ostrisized for it,citizen treat fairly equaly right neighbor regardless sexual orientation love want marry time history illegal member different race marry consider deplorable people able live life like whomever like feeling ostrisize,85
12,33,F,"I hae no problem with people immigrating to this country, I know my ancestors did, and I think the US is the greatest country in the world. I think that we need to tighten up the federal and state benefits we give to people coming here from other countries, and I believe that we should definately treat any illegal immigrants as terrorists. My tax dollars should only go to helping Americans, not to any person that is coming here only for a hand out.",deceptive,Migration,i hae no problem with people immigrating to this country i know my ancestors did and i think the us is the greatest country in the world i think that we need to tighten up the federal and state benefits we give to people coming here from other countries and i believe that we should definately treat any illegal immigrants as terrorists my tax dollars should only go to helping americans not to any person that is coming here only for a hand out,hae problem people immigrate country know ancestor think great country world think need tighten federal state benefit people come country believe definately treat illegal immigrant terrorist tax dollar help americans person come hand,84
12,33,F,"The war on drugs was a massive failure. We are doing a diservice to people by not exploring medicinal cannabis more thoughrouly. Regarding recreational use, it should 100% be legalized. We allow cigarette companies, who for years used imaging and marketing targeted towards children to flourish. We also allow liquor to be sold and consumed in this country even though alcohol related deaths have claimed millions. Let people smoke if they want to!",truthful,Cannabis Legalization,the war on drugs was a massive failure we are doing a diservice to people by not exploring medicinal cannabis more thoughrouly regarding recreational use it should 100 be legalized we allow cigarette companies who for years used imaging and marketing targeted towards children to flourish we also allow liquor to be sold and consumed in this country even though alcohol related deaths have claimed millions let people smoke if they want to,war drug massive failure diservice people explore medicinal cannabis thoughrouly recreational use 100 legalize allow cigarette company year imaging marketing target child flourish allow liquor sell consume country alcohol relate death claim million let people smoke want,73
